word,definition,theme,score_distinct,score_total,flags,target_code,link
사람 나고 돈 났지 돈 나고 사람 났나,"아무리 돈이 귀중하다 하여도 사람보다 더 귀중할 수는 없다는 뜻으로, 돈밖에 모르는 사람을 비난하여 이르는 말.",growth,1,4,,611601,https://opendict.korean.go.kr/dictionary/view?sense_no=611601
잠은 같이 자도 꿈은 다른 꿈을 꾼다,겉으로는 같이 행동하는 듯이 하면서 속으로는 딴생각을 한다는 것을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘같은 자리에서 서로 딴 꿈을 꾼다’ ‘한자리에 누워서 서로 딴 꿈을 꾼다’,growth,1,4,,614232,https://opendict.korean.go.kr/dictionary/view?sense_no=614232
한 돈 추렴에 돈반 낸 놈 같다,"한 돈씩 내는 추렴에 한 돈 반이나 낸 것 같다는 뜻으로, 여럿이 모인 자리에서 남이 얘기할 사이도 없이 혼자 떠들어 대는 경우에 이르는 말.",growth,1,4,,615768,https://opendict.korean.go.kr/dictionary/view?sense_no=615768
가난 구제는 지옥 늧이라,"가난한 사람을 구제하는 것은 지옥에 떨어질 징조라는 뜻으로, 그 일이 결국에 가서는 자신에게 해롭게 되고 고생거리가 되니 아예 가난한 사람을 구제할 생각도 하지 말라는 것을 비유적으로 이르는 말.",growth,1,3,,600444,https://opendict.korean.go.kr/dictionary/view?sense_no=600444
가난도 비단 가난,"아무리 가난하여도 몸을 함부로 가지지 않고, 본래의 지체와 체통을 더럽히지 않는다는 말.",growth,1,3,,600446,https://opendict.korean.go.kr/dictionary/view?sense_no=600446
가난이 소 아들만도[아들보다] 못하다,"가난하여 받는 천대와 멸시는 소 새끼들의 처지보다도 못하다는 뜻으로, 가난한 처지나 신세를 한탄하여 이르는 말.",growth,1,3,,600449,https://opendict.korean.go.kr/dictionary/view?sense_no=600449
가난이 싸움이다,"모든 싸움의 원인이 가난에 있다는 뜻으로, 가난하면 작은 이해를 놓고도 자연히 서로 다투게 되어 불화가 된다는 말.",growth,1,3,violent:gray,600452,https://opendict.korean.go.kr/dictionary/view?sense_no=600452
가난이 원수,가난하기 때문에 억울한 경우나 고통을 당하게 되니 가난이 원수같이 느껴진다는 말.,growth,1,3,,600454,https://opendict.korean.go.kr/dictionary/view?sense_no=600454
가난이 질기다,"가난하여 곧 굶어 죽을 것 같으나 잘 견디어 낸다는 뜻으로, 가난 속에서도 갖은 고생을 하며 그럭저럭 살아감을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘굶어 죽기는 정승 하기보다 어렵다’",growth,1,3,violent:gray,600456,https://opendict.korean.go.kr/dictionary/view?sense_no=600456
가난한 사람은 허리띠가 량식,가난한 사람은 배가 고파도 당장에 먹을 것이 없으니 자연히 허리띠만 자꾸 졸라매게 된다는 데서 가난한 사람들의 어려운 생활을 비유적으로 이르는 말.,growth,1,3,violent:gray,600459,https://opendict.korean.go.kr/dictionary/view?sense_no=600459
가난할수록 기와집 짓는다,"당장 먹을 것이나 입을 것이 넉넉지 못한 가난한 살림일수록 기와집을 짓는다는 뜻으로, 실상은 가난한 사람이 남에게 업신여김을 당하기 싫어서 허세를 부리려는 심리를 비유적으로 이르는 말.",growth,1,3,,600470,https://opendict.korean.go.kr/dictionary/view?sense_no=600470
개도 부지런해야 더운 똥을 얻어먹는다,잘 살려면 부지런해야 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘거지도 부지런하면 더운밥을 얻어먹는다’,growth,1,3,,600832,https://opendict.korean.go.kr/dictionary/view?sense_no=600832
거지도 부지런하면 더운밥을 얻어먹는다,잘 살려면 부지런해야 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘개도 부지런해야 더운 똥을 얻어먹는다’,growth,1,3,,607274,https://opendict.korean.go.kr/dictionary/view?sense_no=607274
게으른 놈 짐 많이 지기[진다],"게으른 사람이 일하기 싫어 한 번에 많이 해치우려고 하거나, 능력도 없으면서 일에 대한 욕심이 지나치게 많음을 빈정대어 이르는 말. &lt;동의 속담&gt; ‘게으른 말 짐 탐하기[탐한다]’",growth,1,3,sexual:gray,607236,https://opendict.korean.go.kr/dictionary/view?sense_no=607236
게으른 말 짐 탐하기[탐한다],"게으른 말이 짐 나르기 싫어 한 번에 많이 해치우려고 하거나, 능력도 없으면서 일에 대한 욕심이 지나치게 많음을 빈정대어 이르는 말. &lt;동의 속담&gt; ‘게으른 놈 짐 많이 지기[진다]’",growth,1,3,sexual:gray,607238,https://opendict.korean.go.kr/dictionary/view?sense_no=607238
과부의 대 돈 오 푼 빚을 내서라도[낸다],"과부한테 한 냥에 대 돈 오 푼의 높은 이자를 무는 빚을 내서라도 해야겠다는 뜻으로, 돈을 비싼 이자로라도 갖다 쓸 정도로 궁색함이 극도에 이른 사람의 처지를 이르는 말.",growth,1,3,sexual:gray,601187,https://opendict.korean.go.kr/dictionary/view?sense_no=601187
굼벵이도 밟으면[다치면/디디면] 꿈틀한다,"아무리 눌려 지내는 미천한 사람이나, 순하고 좋은 사람이라도 너무 업신여기면 가만있지 아니한다는 말. &lt;동의 속담&gt; ‘지렁이도 밟으면[다치면/디디면] 꿈틀한다’ ‘지나가는 달팽이도 밟으면 꿈틀한다’",growth,1,3,,601302,https://opendict.korean.go.kr/dictionary/view?sense_no=601302
꼭뒤에 부은 물이 발뒤꿈치로 내린다,윗사람이 나쁜 짓을 하면 곧 그 영향이 아랫사람에게 미치게 됨을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘이마에 부은 물이 발뒤꿈치로 흐른다[내린다]’ ‘정수리에 부은 물이 발뒤꿈치까지 흐른다’,growth,1,3,,608138,https://opendict.korean.go.kr/dictionary/view?sense_no=608138
나무에 잘 오르는 놈이 떨어져 죽고 헤엄 잘 치는 놈이 빠져 죽는다,사람은 흔히 자기가 지닌 재주 때문에 실수하거나 죽게 됨을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘잘 헤는 놈 빠져 죽고 잘 오르는 놈 떨어져 죽는다’ ‘헤엄 잘 치는 놈 물에 빠져 죽고 나무에 잘 오르는 놈 나무에서 떨어져 죽는다.’,growth,1,3,violent:gray,608185,https://opendict.korean.go.kr/dictionary/view?sense_no=608185
내 노래를 사돈이 부른다,자기가 하려고 하는 말이나 마땅히 할 말을 도리어 남이 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘내 할 말을 사돈이 한다’ ‘나 부를 노래를 사돈집에서 부른다’ ‘시어미 부를 노래를 며느리가 먼저 부른다’,growth,1,3,,601770,https://opendict.korean.go.kr/dictionary/view?sense_no=601770
내 할 말을 사돈이 한다,자기가 하려고 하는 말이나 마땅히 할 말을 도리어 남이 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘나 부를 노래를 사돈집에서 부른다’ ‘내 노래를 사돈이 부른다’ ‘시어미 부를 노래를 며느리가 먼저 부른다’,growth,1,3,,609004,https://opendict.korean.go.kr/dictionary/view?sense_no=609004
너구리 굴 보고 피물 돈 내어 쓴다,일이 되기도 전에 거기서 나올 이익부터 생각하여 돈을 앞당겨 씀을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘땅벌 집 보고 꿀 돈 내어 쓴다’,growth,1,3,violent:gray,608333,https://opendict.korean.go.kr/dictionary/view?sense_no=608333
논 자취는 없어도 공부한 공은 남는다,놀지 않고 힘써 공부하면 훗날 그 공적이 반드시 드러날 것이니 아무쪼록 공부에 힘쓰라는 말.,growth,1,3,,608365,https://opendict.korean.go.kr/dictionary/view?sense_no=608365
도련님 천량,"아직 돈을 쓸 줄 모르는 도련님의 돈이라는 뜻으로, 쓰지 않고 오붓하게 모은 돈을 비유적으로 이르는 말.",growth,1,3,,609106,https://opendict.korean.go.kr/dictionary/view?sense_no=609106
돈 다음에 나온 놈,"돈이 나오자 뒤따라 나온 사람이라는 뜻으로, 돈밖에 모르는 인색한 자를 욕으로 하는 말.",growth,1,3,sexual:gray,609126,https://opendict.korean.go.kr/dictionary/view?sense_no=609126
돈만 있으면 개도 멍첨지라,천한 사람도 돈만 있으면 다른 사람들이 귀하게 대접함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘돈만 있으면 개도 흉한 짓을 한다’,growth,1,3,,609136,https://opendict.korean.go.kr/dictionary/view?sense_no=609136
돈만 있으면 개도 흉한 짓을 한다,천한 사람도 돈만 있으면 다른 사람들이 귀하게 대접함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘돈만 있으면 개도 멍첨지라’,growth,1,3,,609137,https://opendict.korean.go.kr/dictionary/view?sense_no=609137
돈만 있으면 귀신[두억시니]도 부릴 수 있다,돈만 있으면 세상에 못 할 일이 없다는 말. &lt;동의 속담&gt; ‘돈만 있으면 귀신도 사귄다’,growth,1,3,,609138,https://opendict.korean.go.kr/dictionary/view?sense_no=609138
돈만 있으면 귀신도 사귄다,돈만 있으면 세상에 못 할 일이 없다는 말. &lt;동의 속담&gt; ‘돈만 있으면 귀신[두억시니]도 부릴 수 있다’,growth,1,3,,609139,https://opendict.korean.go.kr/dictionary/view?sense_no=609139
돈맛을 보면 대통 그림자를 따라간다,돈이라면 오금을 못 쓰고 행동하는 사람을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘돈이라면 대통 그림자도 따라간다’,growth,1,3,,609305,https://opendict.korean.go.kr/dictionary/view?sense_no=609305
돈 없는 놈이 선가 먼저 물어본다,자격을 갖추지 못한 자가 도리어 먼저 나댈 때 이르는 말. &lt;동의 속담&gt; ‘돈 한 푼 없는 놈이 자두치떡만 즐긴다’ ‘돈 없는 놈이 큰 떡 먼저 든다’,growth,1,3,,609129,https://opendict.korean.go.kr/dictionary/view?sense_no=609129
돈 없는 놈이 큰 떡 먼저 든다,자격을 갖추지 못한 자가 도리어 먼저 나댈 때 이르는 말. &lt;동의 속담&gt; ‘돈 한 푼 없는 놈이 자두치떡만 즐긴다’ ‘돈 없는 놈이 선가 먼저 물어본다’,growth,1,3,,609130,https://opendict.korean.go.kr/dictionary/view?sense_no=609130
돈이라면 대통 그림자도 따라간다,돈이라면 오금을 못 쓰고 행동하는 사람을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘돈맛을 보면 대통 그림자를 따라간다’,growth,1,3,,609154,https://opendict.korean.go.kr/dictionary/view?sense_no=609154
돈이면 나는 새도 떨어진다,돈을 가지면 어떤 일도 할 수 있음을 이르는 말. &lt;동의 속담&gt; ‘돈이면 지옥문도 연다’,growth,1,3,sexual:gray,609156,https://opendict.korean.go.kr/dictionary/view?sense_no=609156
돈이면 지옥문도 연다,돈을 가지면 어떤 일도 할 수 있음을 이르는 말. &lt;동의 속담&gt; ‘돈이면 나는 새도 떨어진다’,growth,1,3,sexual:gray,609157,https://opendict.korean.go.kr/dictionary/view?sense_no=609157
돈 한 푼 없는 놈이 자두치떡만 즐긴다,자격을 갖추지 못한 자가 도리어 먼저 나댈 때 이르는 말. &lt;동의 속담&gt; ‘돈 없는 놈이 선가 먼저 물어본다’ ‘돈 없는 놈이 큰 떡 먼저 든다’,growth,1,3,,609134,https://opendict.korean.go.kr/dictionary/view?sense_no=609134
돈 한 푼을 쥐면 손에서 땀이 난다,수전노처럼 돈을 끔찍이 알고 돈밖에 모름을 이르는 말.,growth,1,3,,609135,https://opendict.korean.go.kr/dictionary/view?sense_no=609135
뒷간과 사돈집은 멀어야 한다,뒷간은 고약한 냄새가 나고 사돈집 사이에는 말이 나돌기 쉬우므로 둘 다 멀리 있을수록 좋음을 이르는 말. &lt;동의 속담&gt; ‘사돈집과 뒷간은 멀수록 좋다’,growth,1,3,sexual:gray,602482,https://opendict.korean.go.kr/dictionary/view?sense_no=602482
땅벌 집 보고 꿀 돈 내어 쓴다,일이 되기도 전에 거기서 나올 이익부터 생각하여 돈을 앞당겨 씀을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘너구리 굴 보고 피물 돈 내어 쓴다’,growth,1,3,violent:gray,609592,https://opendict.korean.go.kr/dictionary/view?sense_no=609592
땅을 열 길 파도 고리전 한 푼 생기지 않는다,돈이 생기는 것은 공짜로 되는 것이 아니므로 한 푼의 돈이라도 아껴 쓰라는 말. &lt;동의 속담&gt; ‘땅을 열 길 파면 돈 한 푼이 생기나’,growth,1,3,,602558,https://opendict.korean.go.kr/dictionary/view?sense_no=602558
땅을 열 길 파면 돈 한 푼이 생기나,돈이 생기는 것은 공짜로 되는 것이 아니므로 한 푼의 돈이라도 아껴 쓰라는 말. &lt;동의 속담&gt; ‘땅을 열 길 파도 고리전 한 푼 생기지 않는다’,growth,1,3,,602559,https://opendict.korean.go.kr/dictionary/view?sense_no=602559
똥구멍이 찢어지게 가난하다,몹시 가난함을 이르는 말. &lt;동의 속담&gt; ‘밑구멍이 찢어지게[째지게] 가난하다’,growth,1,3,,602585,https://opendict.korean.go.kr/dictionary/view?sense_no=602585
밑구멍이 찢어지게[째지게] 가난하다,몹시 가난함을 이르는 말. &lt;동의 속담&gt; ‘똥구멍이 찢어지게 가난하다’,growth,1,3,,610678,https://opendict.korean.go.kr/dictionary/view?sense_no=610678
배우는 것은 죽을 때까지 배워도 다 못 배운다,"죽을 때까지 배워도 다 배우지 못한다는 뜻으로, 나이가 든 후에도 끊임없이 배우고 수양을 높이는 것이 중요함을 이르는 말.",growth,1,3,violent:gray,611187,https://opendict.korean.go.kr/dictionary/view?sense_no=611187
부자는 많은 사람의 밥상,"부자 하나가 먹는 밥상이면 수많은 사람의 밥상을 차리고도 남는다는 뜻으로, 다른 사람들의 재물을 긁어서 호의호식하는 부자의 생활을 비유적으로 이르는 말.",growth,1,3,violent:gray,611008,https://opendict.korean.go.kr/dictionary/view?sense_no=611008
부지런한 농민에게는 좋은 땅과 나쁜 땅이 따로 없다,나쁜 땅도 부지런히 가꾸면 좋은 땅이 된다는 말. &lt;동의 속담&gt; ‘부지런한 농사군에게는 나쁜 땅이 없다’,growth,1,3,,611442,https://opendict.korean.go.kr/dictionary/view?sense_no=611442
부지런한 농사군에게는 나쁜 땅이 없다,나쁜 땅도 부지런히 가꾸면 좋은 땅이 된다는 말. &lt;동의 속담&gt; ‘부지런한 농민에게는 좋은 땅과 나쁜 땅이 따로 없다’,growth,1,3,,611443,https://opendict.korean.go.kr/dictionary/view?sense_no=611443
사돈집과 뒷간은 멀수록 좋다,사돈집 사이에는 말이 나돌기 쉽고 뒷간은 고약한 냄새가 나므로 둘 다 멀리 있을수록 좋음을 이르는 말. &lt;동의 속담&gt; ‘뒷간과 사돈집은 멀어야 한다’,growth,1,3,sexual:gray,604013,https://opendict.korean.go.kr/dictionary/view?sense_no=604013
산골 부자는 해변가 개보다 못하다,"물고기 반찬을 먹는 데는 산골의 부자가 바닷가의 개보다 못하다는 뜻으로, 보잘것없는 산골 부자의 처지를 비유적으로 이르는 말.",growth,1,3,,611458,https://opendict.korean.go.kr/dictionary/view?sense_no=611458
